ride_id,started_at,ended_at,member_casual,ride_length_minutes,day_of_week
00004F057B8ADD72,2025-12-12 17:23:41.5160000,2025-12-12 17:35:09.5780000,member,12,Friday
00004F8891DB6466,2025-06-22 14:06:30.4490000,2025-06-22 14:30:02.8460000,casual,24,Sunday
00004FE8DD77E8B8,2025-10-23 15:18:20.4350000,2025-10-23 15:29:50.1510000,member,11,Thursday
00005CCB4B51E9FA,2025-10-24 15:23:12.2910000,2025-10-24 15:53:50.1900000,member,30,Friday
00005FBE49BC4300,2025-10-02 18:55:09.5550000,2025-10-02 19:06:46.8480000,member,11,Thursday
0000607210CC7415,2025-07-28 10:42:29.5700000,2025-07-28 10:55:18.8600000,member,13,Monday
000063D6EED27A92,2025-08-22 17:38:11.3600000,2025-08-22 17:40:56.8050000,member,2,Friday
0000648C89370B16,2025-07-12 11:06:21.9140000,2025-07-12 11:17:56.6940000,member,11,Saturday
00006579115E3B50,2025-11-03 19:26:06.5300000,2025-11-03 19:30:03.0640000,member,4,Monday
0000675987F6CFF5,2025-03-18 08:53:07.0970000,2025-03-18 08:57:19.0950000,member,4,Tuesday
00006764A1010509,2025-11-22 09:01:16.7890000,2025-11-22 09:13:30.6120000,member,12,Saturday
00006B0C12EF6054,2025-10-23 08:48:36.2570000,2025-10-23 08:58:06.9860000,casual,10,Thursday
00006C568EB95EF2,2025-10-11 15:34:49.1100000,2025-10-11 15:51:43.0350000,member,17,Saturday
000071B8CF9235EA,2025-09-01 14:00:12.3660000,2025-09-01 14:30:54.3820000,casual,30,Monday
000074C21ABFC49F,2025-09-27 08:33:00.0640000,2025-09-27 08:50:48.3630000,casual,17,Saturday
00007993CB755677,2025-05-17 14:26:38.7810000,2025-05-17 14:46:10.4840000,casual,20,Saturday
00007CF141EC22E7,2025-05-07 12:37:35.5140000,2025-05-07 12:54:34.4950000,casual,17,Wednesday
00007DE40471F270,2025-08-17 15:01:16.2830000,2025-08-17 15:21:03.8150000,casual,20,Sunday
00007F346D7EBA54,2025-01-20 12:06:10.4180000,2025-01-20 12:14:11.6280000,member,8,Monday
000085A583A0B2F2,2025-06-19 13:26:33.5620000,2025-06-19 13:39:12.3010000,member,13,Thursday
000085B3024B317E,2025-08-14 13:13:58.2420000,2025-08-14 13:16:13.5560000,member,3,Thursday
00008838A7126FEA,2025-10-17 13:19:26.4060000,2025-10-17 13:30:24.4370000,member,11,Friday
000088A9859EBED8,2025-07-05 11:15:34.2650000,2025-07-05 11:23:06.4000000,member,8,Saturday
000088B85B00660E,2025-07-18 06:52:44.5420000,2025-07-18 07:01:02.4890000,casual,9,Friday
00008C17758843FF,2025-01-23 08:45:09.3320000,2025-01-23 08:49:26.3880000,member,4,Thursday
00008C36D626BC3B,2025-04-06 14:12:55.6410000,2025-04-06 14:19:54.7160000,member,7,Sunday
00008C9C93DEFF34,2025-10-15 07:40:33.9980000,2025-10-15 07:51:34.1200000,member,11,Wednesday
0000900067F96C77,2025-11-10 16:59:50.2440000,2025-11-10 17:04:04.4280000,member,5,Monday
0000963950A1C9E3,2025-12-18 11:44:39.0120000,2025-12-18 11:55:05.6900000,member,11,Thursday
00009C98357929EF,2025-08-03 04:04:23.2360000,2025-08-03 04:23:15.8260000,casual,19,Sunday
0000A0D42B663F6C,2025-01-17 11:03:22.4310000,2025-01-17 11:10:06.4060000,member,7,Friday
0000A4AC144D1092,2025-08-26 18:52:54.5530000,2025-08-26 19:03:51.2320000,member,11,Tuesday
0000A56A7363FC87,2025-09-14 00:28:56.3660000,2025-09-14 00:37:25.2630000,member,9,Sunday
0000A618C1CCD517,2025-08-25 15:54:10.8700000,2025-08-25 16:22:40.8600000,member,28,Monday
0000A69B6480A902,2025-09-04 08:42:28.1260000,2025-09-04 08:54:03.8310000,member,12,Thursday
0000A9B01E050FCD,2025-11-03 15:55:46.1330000,2025-11-03 16:24:16.8190000,member,29,Monday
0000ABC245A786F6,2025-08-09 17:19:46.6310000,2025-08-09 17:21:34.3570000,member,2,Saturday
0000AED5F874DD4A,2025-06-10 08:38:21.7380000,2025-06-10 09:31:13.6990000,casual,53,Tuesday
0000AF9609AEFB28,2025-06-29 19:36:13.0950000,2025-06-29 19:50:05.1050000,member,14,Sunday
0000B163C48BB09B,2025-10-15 01:18:12.2840000,2025-10-15 01:27:33.7200000,casual,9,Wednesday
0000B3D224AA0694,2025-08-05 19:14:14.7980000,2025-08-05 19:23:59.3460000,casual,9,Tuesday
0000B467A36476CB,2025-03-01 22:13:47.9760000,2025-03-01 22:21:04.7130000,member,8,Saturday
0000B905BAC4AD5D,2025-02-27 12:08:26.7450000,2025-02-27 12:26:33.6270000,member,18,Thursday
0000B9C2B3086BBC,2025-03-03 20:01:59.5360000,2025-03-03 20:11:48.7170000,member,10,Monday
0000BDD2E48F1443,2025-11-15 00:40:40.7020000,2025-11-15 00:47:07.9020000,member,7,Saturday
0000CAF7CA2EB95C,2025-06-19 17:43:20.3680000,2025-06-19 18:21:31.9230000,casual,38,Thursday
0000CB34BD91E77E,2025-09-28 15:58:35.1370000,2025-09-28 16:06:42.9840000,casual,8,Sunday
0000D3ABFF0914E4,2025-04-03 15:15:11.9380000,2025-04-03 15:25:06.5310000,casual,10,Thursday
0000D94E17E266A4,2025-07-08 13:02:04.8650000,2025-07-08 13:07:26.0290000,member,5,Tuesday
0000DAAC792173A7,2025-07-16 18:00:58.9360000,2025-07-16 18:53:38.0210000,casual,53,Wednesday
0000DCC6BD4DF6E2,2025-08-21 17:33:42.7290000,2025-08-21 17:51:55.1640000,member,18,Thursday
0000E98DA2D7512C,2025-08-27 08:43:37.8730000,2025-08-27 09:00:58.9310000,casual,17,Wednesday
0000EC4724E2AA5B,2025-09-02 19:49:17.1710000,2025-09-02 20:01:53.1810000,member,12,Tuesday
0000EE095C59C46A,2025-11-29 11:02:35.6550000,2025-11-29 11:04:18.1730000,member,2,Saturday
0000EEA25BD931D2,2025-07-03 06:17:23.3940000,2025-07-03 06:24:41.2590000,member,7,Thursday
0000F159AA44867C,2025-05-19 11:06:25.5640000,2025-05-19 11:20:21.2040000,member,14,Monday
0000F35F5D9B0329,2025-09-11 15:45:55.1610000,2025-09-11 15:46:07.4860000,member,1,Thursday
0000F3AA5E09B52C,2025-06-06 12:27:16.0830000,2025-06-06 12:38:30.3110000,member,11,Friday
0000F3DA21CBE8AA,2025-09-02 20:42:12.0640000,2025-09-02 20:52:54.3650000,member,10,Tuesday
0000F4105F98A4F6,2025-04-18 14:27:16.7100000,2025-04-18 14:42:12.3670000,casual,15,Friday
0000F41AF44C1D6E,2025-10-03 08:17:02.4320000,2025-10-03 08:22:56.0310000,member,5,Friday
0000F5E921F31B49,2025-06-23 15:43:55.9770000,2025-06-23 16:01:48.2050000,casual,18,Monday
00010733C7FAEC4D,2025-08-19 16:55:51.7070000,2025-08-19 17:18:53.2050000,casual,23,Tuesday
000108A6EA27F42D,2025-12-27 21:36:18.8710000,2025-12-27 21:50:39.6760000,casual,14,Saturday
00010ABA90D74F52,2025-05-15 18:15:58.2210000,2025-05-15 18:31:21.5340000,casual,16,Thursday
00010D1234BE1E42,2025-12-01 11:29:53.1770000,2025-12-01 11:33:53.0120000,casual,4,Monday
000110663E5D5B66,2025-07-29 21:23:05.0090000,2025-07-29 21:32:15.1190000,member,9,Tuesday
000111ECBD39A168,2025-06-15 13:03:29.5620000,2025-06-15 13:07:23.3030000,casual,4,Sunday
000112731976C604,2025-04-25 09:31:59.9820000,2025-04-25 09:33:44.7250000,member,2,Friday
000114FAF14DCE66,2025-08-08 12:10:07.1280000,2025-08-08 12:15:55.2640000,casual,5,Friday
000115A941287F24,2025-08-14 19:03:00.0030000,2025-08-14 19:07:04.8290000,member,4,Thursday
000115CEAA159331,2025-09-02 07:31:06.3050000,2025-09-02 07:38:37.5940000,member,7,Tuesday
000118009607AE8F,2025-08-30 16:11:52.6150000,2025-08-30 16:26:35.8570000,casual,15,Saturday
00011BF474450EAE,2025-07-22 19:06:56.5980000,2025-07-22 19:19:10.5670000,member,13,Tuesday
00011DA48883B80E,2025-01-16 12:55:57.1780000,2025-01-16 13:10:48.3320000,member,15,Thursday
00011E0CB8FECE72,2025-06-13 20:17:40.2300000,2025-06-13 20:25:54.9020000,casual,8,Friday
000121A667F4F6A8,2025-05-19 23:58:05.4150000,2025-05-20 00:02:12.6350000,member,4,Monday
0001230E1DA17CA5,2025-06-07 18:14:55.7780000,2025-06-07 18:28:10.6930000,casual,14,Saturday
000126030128CF24,2025-11-03 16:33:27.7930000,2025-11-03 16:39:23.2440000,member,6,Monday
0001264EE35B4E19,2025-12-15 14:04:32.6410000,2025-12-15 14:18:04.8060000,casual,14,Monday
0001283F7E61AABB,2025-04-28 17:12:44.9670000,2025-04-28 17:51:30.2450000,member,39,Monday
00012A5298068C8F,2025-06-10 19:32:45.7560000,2025-06-10 19:42:06.7000000,casual,10,Tuesday
0001303362FC5753,2025-07-06 19:32:28.1660000,2025-07-06 19:37:23.7430000,member,5,Sunday
000133B7BCE37B80,2025-04-10 08:37:54.3950000,2025-04-10 08:49:37.8780000,member,12,Thursday
000135E9822B0B69,2025-05-29 19:22:12.2190000,2025-05-29 19:38:20.1380000,casual,16,Thursday
000138ECE4BF9A1B,2025-09-28 09:08:15.5350000,2025-09-28 09:14:10.4080000,member,6,Sunday
00013EB95E9A1DC7,2025-04-12 17:27:24.9030000,2025-04-12 17:35:19.2970000,member,8,Saturday
00013F515A52D7DD,2025-10-25 12:46:52.4220000,2025-10-25 13:24:06.1540000,casual,38,Saturday
0001417538349E83,2025-04-18 08:04:18.3540000,2025-04-18 08:11:07.1360000,member,7,Friday
000142CD743A75AC,2025-05-14 09:36:01.7810000,2025-05-14 09:41:23.6030000,member,5,Wednesday
00014C5D5C892D3A,2025-09-03 18:24:13.1490000,2025-09-03 18:34:23.8920000,casual,10,Wednesday
00014D9BE2B02D73,2025-05-27 14:22:06.8770000,2025-05-27 14:44:46.9530000,member,22,Tuesday
00014E938FF29DEA,2025-11-05 08:21:12.0200000,2025-11-05 08:25:44.6810000,casual,4,Wednesday
000154B1483BA64F,2025-06-21 12:00:51.2200000,2025-06-21 12:19:28.9840000,casual,19,Saturday
0001552B90F43BE0,2025-08-01 17:13:57.5290000,2025-08-01 17:18:38.2740000,member,5,Friday
00015A463190B6B4,2025-08-26 10:00:11.5530000,2025-08-26 10:03:56.0380000,member,3,Tuesday
00015B022E6D788E,2025-09-01 13:57:24.4710000,2025-09-01 14:12:35.9360000,casual,15,Monday
00015B1EBC5A93B5,2025-07-14 18:21:04.2430000,2025-07-14 18:44:30.6080000,casual,23,Monday
00015D83649C49C4,2025-03-12 08:52:34.8420000,2025-03-12 09:02:22.6190000,casual,10,Wednesday
00015F1402CBE6A1,2025-06-12 10:15:26.4290000,2025-06-12 10:18:52.1490000,member,3,Thursday
000160C59F6C1207,2025-07-22 09:40:20.7190000,2025-07-22 09:42:42.1030000,member,2,Tuesday
0001622D11FEDD0F,2025-08-20 07:46:57.4890000,2025-08-20 08:10:33.5900000,member,24,Wednesday
000163441A374111,2025-07-02 20:11:49.1390000,2025-07-02 20:22:42.6550000,member,11,Wednesday
0001670E8896A27B,2025-07-30 17:05:26.5570000,2025-07-30 17:08:09.4130000,member,3,Wednesday
0001676680A5FCBB,2025-09-13 23:41:45.6540000,2025-09-13 23:52:18.2050000,casual,11,Saturday
000167A5F9E5BFB6,2025-07-23 17:52:31.1670000,2025-07-23 18:09:38.9330000,member,17,Wednesday
0001683C93420C7A,2025-07-23 16:53:46.5770000,2025-07-23 17:22:21.8870000,member,29,Wednesday
00016AB09AF9FC75,2025-05-02 13:00:59.1460000,2025-05-02 13:07:32.4720000,member,7,Friday
00016FE39C124429,2025-09-12 21:54:07.3420000,2025-09-12 22:03:05.0250000,casual,9,Friday
0001710B2D3C4FEB,2025-04-27 16:56:37.5060000,2025-04-27 17:04:51.2270000,casual,8,Sunday
000171DE98C40B22,2025-07-14 08:10:22.3270000,2025-07-14 08:15:58.1020000,member,5,Monday
000173DF51CBB715,2025-11-11 14:14:01.2770000,2025-11-11 14:21:34.9930000,casual,7,Tuesday
000176A15DEB1055,2025-07-04 16:39:35.2020000,2025-07-04 16:55:31.3970000,casual,16,Friday
000179B974685F1E,2025-08-31 02:58:22.7780000,2025-08-31 03:11:57.3800000,casual,13,Sunday
00017A27C2368800,2025-02-25 12:56:22.9860000,2025-02-25 13:07:58.6660000,member,11,Tuesday
00017BD6861ADB7D,2025-07-13 16:59:55.3860000,2025-07-13 17:07:26.9460000,member,8,Sunday
00017CB8D49A3294,2025-04-04 07:21:09.6430000,2025-04-04 07:27:19.6720000,member,6,Friday
00017D5DF650B8B9,2025-11-02 15:37:37.0120000,2025-11-02 15:52:42.2310000,member,15,Sunday
00017DAD30CAD2E6,2025-04-03 17:14:10.3670000,2025-04-03 17:21:46.3610000,member,7,Thursday
00017DB0573A7CFD,2025-05-28 09:04:43.6550000,2025-05-28 09:07:30.8230000,member,3,Wednesday
00017F295CC61812,2025-10-02 20:04:58.2270000,2025-10-02 20:18:03.7650000,member,14,Thursday
000184B617C3B5B4,2025-08-01 09:28:57.8960000,2025-08-01 09:39:17.5660000,member,11,Friday
000188EF2077B6AC,2025-07-01 18:27:59.1960000,2025-07-01 18:53:08.7060000,member,26,Tuesday
0001926A789700B8,2025-11-08 07:24:36.4130000,2025-11-08 07:26:56.5280000,member,2,Saturday
000192E125DD885C,2025-11-15 15:59:36.7820000,2025-11-15 16:06:50.2300000,casual,7,Saturday
0001962D574449C0,2025-07-27 12:03:48.2100000,2025-07-27 12:17:18.7180000,member,14,Sunday
00019D1E8314D818,2025-06-15 16:15:14.9010000,2025-06-15 16:31:06.8890000,casual,16,Sunday
0001A590B45D440F,2025-03-31 07:55:46.6630000,2025-03-31 08:02:44.1750000,casual,7,Monday
0001AEAE81A77A38,2025-07-11 15:50:31.9550000,2025-07-11 16:15:57.9070000,casual,25,Friday
0001B45EC7E99529,2025-08-28 08:24:02.0780000,2025-08-28 08:33:11.1490000,member,9,Thursday
0001B883D23690ED,2025-09-08 12:25:12.3100000,2025-09-08 12:41:23.7940000,member,16,Monday
0001BAB4B7C4FE01,2025-10-12 12:20:46.0440000,2025-10-12 12:44:45.0300000,member,24,Sunday
0001BB6A94EA596A,2025-04-24 13:13:16.7430000,2025-04-24 13:39:26.5710000,casual,26,Thursday
0001BE5333FC5233,2025-05-21 13:15:44.3620000,2025-05-21 13:34:10.8140000,member,19,Wednesday
0001C598052B4374,2025-08-13 17:50:36.3630000,2025-08-13 17:55:56.5860000,casual,5,Wednesday
0001CA7A86533B18,2025-07-07 15:31:54.5260000,2025-07-07 15:38:16.4940000,member,7,Monday
0001CC230D3F88C9,2025-04-22 18:26:03.7580000,2025-04-22 18:40:14.7080000,casual,14,Tuesday
0001D2AEAABD79CB,2025-09-24 18:35:36.5880000,2025-09-24 18:46:46.4990000,member,11,Wednesday
0001DE28BA922F75,2025-06-16 15:46:18.7670000,2025-06-16 15:57:13.5060000,casual,11,Monday
0001DE4FA5AB2BE7,2025-08-09 12:14:45.1490000,2025-08-09 12:42:29.6350000,casual,28,Saturday
0001E249FAA3339D,2025-10-07 15:04:16.4430000,2025-10-07 15:10:20.9370000,member,6,Tuesday
0001E40EECE9D128,2025-11-24 16:58:54.9120000,2025-11-24 17:03:37.5950000,member,5,Monday
0001E5952463D4D7,2025-07-07 16:47:40.7640000,2025-07-07 16:59:35.5370000,member,12,Monday
0001E5D458BB4C60,2025-03-19 21:57:51.1380000,2025-03-19 22:06:04.2000000,member,9,Wednesday
0001ECADE23047BE,2025-07-25 01:08:03.2170000,2025-07-25 01:27:06.0040000,casual,19,Friday
0001F06A5F9092A9,2025-02-11 11:28:55.7330000,2025-02-11 11:43:30.2550000,member,15,Tuesday
0001F0763A889F85,2025-05-07 20:28:56.6890000,2025-05-07 20:42:48.4930000,member,14,Wednesday
0001F42FB601C84D,2025-05-24 14:55:46.5220000,2025-05-24 15:03:08.8950000,casual,8,Saturday
0001F52DF6CAC16F,2025-08-02 21:45:08.3790000,2025-08-02 21:47:22.5960000,member,2,Saturday
0001F56D2FC3B077,2025-07-25 18:15:12.2540000,2025-07-25 18:27:40.2580000,member,12,Friday
0001F6A7DD581E73,2025-05-14 05:43:30.7580000,2025-05-14 05:53:45.6380000,casual,10,Wednesday
0001F823DF190813,2025-02-25 10:25:44.3710000,2025-02-25 10:56:15.6900000,member,31,Tuesday
0001F91C19505770,2025-10-27 22:39:02.1360000,2025-10-27 22:41:10.5030000,casual,2,Monday
0001FAC0A7E906E4,2025-05-03 20:06:49.3080000,2025-05-03 20:12:16.5310000,casual,6,Saturday
00020642D76EF771,2025-07-12 01:07:34.0710000,2025-07-12 01:14:26.9040000,casual,7,Saturday
00020750B50D0741,2025-10-26 15:34:08.1840000,2025-10-26 15:37:53.2200000,casual,3,Sunday
000210F69AD29140,2025-09-10 18:39:51.4270000,2025-09-10 18:57:49.3740000,member,18,Wednesday
000214FBDB7E0A86,2025-12-02 06:05:18.5660000,2025-12-02 06:11:05.5910000,member,6,Tuesday
00021968076F923A,2025-09-16 07:00:37.3370000,2025-09-16 07:11:19.0580000,member,11,Tuesday
00021EE24659D6F1,2025-09-23 18:36:53.0530000,2025-09-23 18:51:56.0460000,member,15,Tuesday
0002234ED759545D,2025-08-22 07:34:46.3290000,2025-08-22 07:39:31.1520000,member,5,Friday
0002295364AFBFB6,2025-10-04 13:32:40.4840000,2025-10-04 14:19:06.3670000,member,47,Saturday
00022AACDCA5DC81,2025-01-28 09:15:49.0170000,2025-01-28 09:17:59.3240000,member,2,Tuesday
00022EA4CB30260B,2025-01-03 19:46:14.1180000,2025-01-03 19:50:34.5510000,casual,4,Friday
00022FE757D101A5,2025-09-16 07:03:41.3580000,2025-09-16 07:04:23.6850000,member,1,Tuesday
000231E8A3CAF707,2025-06-25 16:12:32.3400000,2025-06-25 16:25:28.4540000,casual,13,Wednesday
000233F943BF5028,2025-09-10 14:57:55.5820000,2025-09-10 15:03:56.9110000,member,6,Wednesday
000235318340E290,2025-04-19 21:45:56.1880000,2025-04-19 21:49:12.9580000,casual,4,Saturday
0002392FD7398679,2025-02-14 14:43:57.9640000,2025-02-14 15:09:05.4970000,member,26,Friday
0002481048D8C32E,2025-10-28 16:48:01.0460000,2025-10-28 16:55:49.9800000,casual,7,Tuesday
000253652203082E,2025-12-15 15:58:15.5860000,2025-12-15 16:11:38.3100000,member,13,Monday
00025535B0B64884,2025-06-10 18:59:19.9480000,2025-06-10 19:03:49.0570000,member,4,Tuesday
000258D53F0701EF,2025-05-23 12:01:44.8800000,2025-05-23 12:06:36.4080000,member,5,Friday
000258E48C0DD8CE,2025-07-01 15:53:17.4370000,2025-07-01 16:00:30.5060000,member,7,Tuesday
00025ABC7D15BB1A,2025-06-09 09:13:25.3960000,2025-06-09 09:23:41.9720000,member,10,Monday
00025BD1AE419087,2025-09-18 12:40:52.3310000,2025-09-18 12:54:02.7290000,casual,14,Thursday
00025DAF6EA4DD6D,2025-02-28 08:27:03.0390000,2025-02-28 08:35:57.2920000,member,8,Friday
00025DCC31D9F8E4,2025-08-23 13:47:05.2890000,2025-08-23 14:23:14.4950000,casual,36,Saturday
0002607E42184802,2025-12-29 18:30:39.1150000,2025-12-29 18:38:27.1990000,member,8,Monday
00026AB4F4C4140C,2025-04-06 14:46:43.4450000,2025-04-06 14:58:15.6230000,casual,12,Sunday
00026BD6A555A474,2025-08-19 18:14:15.7880000,2025-08-19 18:30:34.2840000,member,16,Tuesday
00026D05EBE1B7F5,2025-01-31 16:40:10.4150000,2025-01-31 16:49:51.0560000,member,9,Friday
00026EDEE8972786,2025-08-28 12:04:42.5710000,2025-08-28 12:16:42.6310000,member,12,Thursday
00026EF33E144084,2025-04-10 19:58:59.2650000,2025-04-10 20:01:54.1570000,member,3,Thursday
0002768B28D861F3,2025-08-29 06:48:08.8410000,2025-08-29 06:50:40.1140000,member,2,Friday
00027906742D6715,2025-08-23 17:20:02.8770000,2025-08-23 17:29:24.4080000,casual,9,Saturday
000279549BBD0E71,2025-07-20 16:26:10.7490000,2025-07-20 16:44:59.0920000,casual,18,Sunday
00027CEB63C528E2,2025-05-19 16:19:08.8040000,2025-05-19 16:31:06.0540000,casual,12,Monday
00027F97AD209D13,2025-05-01 10:42:10.2790000,2025-05-01 10:48:17.6410000,member,6,Thursday
00028163C6109479,2025-08-22 17:50:57.6810000,2025-08-22 17:54:31.4690000,casual,4,Friday
00028260C56B6F96,2025-03-13 14:40:10.3180000,2025-03-13 14:59:15.5750000,casual,19,Thursday
000285261EF162DF,2025-09-07 12:48:32.4780000,2025-09-07 12:54:19.8100000,member,6,Sunday
000287D13052942A,2025-07-07 18:18:49.3250000,2025-07-07 18:24:30.8820000,member,6,Monday
00028ABA5B5FB880,2025-11-16 10:02:46.7000000,2025-11-16 10:09:57.7270000,member,7,Sunday
00028C0A20F7CC76,2025-06-06 01:28:16.8290000,2025-06-06 01:37:13.9920000,casual,9,Friday
00028DB1CCBC6978,2025-06-28 02:33:18.7530000,2025-06-28 02:50:55.1090000,casual,17,Saturday
00028DFBAD31F3AD,2025-09-05 14:55:06.4900000,2025-09-05 15:09:02.0050000,member,14,Friday
00028FD7F088F8E7,2025-09-07 14:15:04.4480000,2025-09-07 14:29:21.6450000,member,14,Sunday
0002904F835A8A14,2025-03-11 01:14:35.2110000,2025-03-11 01:22:28.7790000,member,8,Tuesday
0002909ABFA7B4F6,2025-11-04 21:26:01.7480000,2025-11-04 21:31:43.3200000,member,5,Tuesday
00029263D48B8317,2025-11-03 19:36:26.2310000,2025-11-03 19:42:06.7020000,member,6,Monday
000296ABEBC61E32,2025-09-28 17:03:56.4850000,2025-09-28 17:31:02.7710000,member,28,Sunday
000299997F45F1CF,2025-07-22 07:09:37.8420000,2025-07-22 07:15:18.8000000,member,6,Tuesday
00029BF2ABC1CF17,2025-06-21 08:59:57.4820000,2025-06-21 09:16:47.8170000,casual,17,Saturday
00029E9F81E2C1C4,2025-05-02 08:42:52.5600000,2025-05-02 08:53:43.3900000,member,11,Friday
00029F967655697A,2025-06-13 20:42:02.9260000,2025-06-13 20:55:31.8780000,casual,13,Friday
0002A5A0048F79F9,2025-10-04 13:01:05.8870000,2025-10-04 13:17:00.4420000,member,16,Saturday
0002ABFA102385A2,2025-06-06 14:02:03.8190000,2025-06-06 14:05:15.4800000,member,3,Friday
0002ACCC3447BF8C,2025-10-13 17:12:19.9800000,2025-10-13 17:14:44.2690000,casual,2,Monday
0002B02648EE1E05,2025-06-03 19:17:48.6190000,2025-06-03 19:43:55.2460000,casual,26,Tuesday
0002B1128923797B,2025-11-06 20:18:36.1860000,2025-11-06 20:23:17.8770000,member,5,Thursday
0002B48434D41084,2025-06-26 08:44:25.0190000,2025-06-26 09:05:57.2800000,member,21,Thursday
0002B5E1B934CC31,2025-09-07 12:12:19.6740000,2025-09-07 12:24:36.8830000,member,12,Sunday
0002B8285B6C302E,2025-06-12 17:02:58.5670000,2025-06-12 17:12:59.6790000,member,10,Thursday
0002BB846C9C4618,2025-08-21 07:21:52.9000000,2025-08-21 07:37:15.1200000,member,16,Thursday
0002BE1270103142,2025-10-12 12:23:55.5850000,2025-10-12 12:31:52.7960000,casual,8,Sunday
0002C35138130379,2025-08-06 18:01:59.9000000,2025-08-06 18:22:10.9270000,member,21,Wednesday
0002C423722F9425,2025-07-11 19:02:44.6770000,2025-07-11 19:05:40.5320000,casual,3,Friday
0002CA65D6828D91,2025-09-13 10:40:10.8930000,2025-09-13 10:49:18.2210000,casual,9,Saturday
0002CB57B578DEDD,2025-06-10 10:45:35.4120000,2025-06-10 11:04:43.2820000,casual,19,Tuesday
0002D9882933CF86,2025-07-15 07:19:08.2620000,2025-07-15 07:32:07.4550000,member,13,Tuesday
0002D98DB2D15BDE,2025-09-22 19:23:36.6540000,2025-09-22 19:41:02.8780000,member,18,Monday
0002DB07FA68B1BC,2025-07-18 17:13:06.4770000,2025-07-18 17:15:38.6440000,member,2,Friday
0002DC5638C0179B,2025-09-17 07:55:12.9220000,2025-09-17 08:15:43.0750000,casual,20,Wednesday
0002DD8DB25DBD36,2025-03-15 14:54:00.4470000,2025-03-15 15:03:57.8550000,casual,9,Saturday
0002DD97340B053E,2025-06-28 17:36:34.5890000,2025-06-28 17:46:00.7790000,member,10,Saturday
0002DFDE4D3F3E82,2025-09-21 17:33:57.0690000,2025-09-21 17:47:06.7540000,casual,14,Sunday
